recordnumber,nameofevent,startdate,endate,governorate,district,disengcampas,location,gpslat,gpslong,locationtype,tahrir,ittihadeyya,parliament,rabaa,minofdef,sizeexact,sizeestimate,sizecategory,demandtypeone,demandtypetwo,demandother,target,antiMB,antiMorsi,antiSCAF,Morsifall,milintervene,organizer,orgtype,orgMB,orgNSF,orgTamarod,youth/students,laborers/workers,peasants/farmers,party members,activists/movts,gov workers,business,residents,ultras,salafis,copts,MB,soldiers,police,feloul,secularopp,participantother,tacticprimary,tacticsecondary,campaign,Tamarodcampaign,violence,propertydamage,MBproperty,repression,repressiontype,policerepress,milrepress,beltegeyyarepress,residentsrepress,partyrepress,employerrepress,MBrepress,otherrepress,killed,injured,arrested
2013061058,,6/4/2013,,Cairo,,Sayyida Zainab,Ministry of Education,30.036604,31.237044,Government building,0,0,0,0,0,,31,10-99 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,French teachers,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061063,,6/4/2013,,Menoufiyya,Shibin al-Kawm,Shibin al-Kum,the Hathout-Galaa al-Bahri road,,,Main road,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061078,,6/4/2013,6/6/2013,Suez,,Suez,The Suez Canal shipyard,29.952205,32.578552,Infrastructure,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Working conditions,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Strike,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061054,,6/4/2013,,Gharbiyya,Tanta 1,Tanta 1,City of Tanta,,,Small road or side road,0,0,0,0,0,,81,10-99 participants,Social,Infrastructure,Gas shortages,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Owners of heavy transport vehicles and minibuses,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061073,,6/5/2013,,Qena,,,Railway line in Qena,,,Infrastructure,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Teachers,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061074,,6/5/2013,,Qalyubiyya,,Banha,"First in front of the Qalyuibyya Security Directorate, and then on the Agricultural Road in front of Mit Assem",30.426124,31.185879,Main road,0,0,0,0,0,,31,10-99 participants,Security,Crime,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,Roadblock or blockade,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061067,,6/5/2013,,Asyut,Dayrut,Dayrut,Agricultural Road near Nazlet Abdullah,,,Main road,0,0,0,0,0,,-99,Size category cannot be determined,Social,Infrastructure,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061080,,6/5/2013,,Dakhaliyya,Dikirnis,Dikirnis,قرية نجير,,,Cannot be determined,0,0,0,0,0,,-99,Size category cannot be determined,Security,Demanding security,,The police,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Brawl or gang violence,Mob action but no property damage,0,Arrests / detentions,Escalated crowd control,1,0,0,0,0,0,0,0,0,0,18
2013061081,,6/5/2013,,Dakhaliyya,Dikirnis,Dikirnis,قرية نجير,,,Cannot be determined,0,0,0,0,0,,-99,Size category cannot be determined,Human rights / civic freedoms,Arrests / detention,,The police,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Brawl or gang violence,Sporadic looting or arson,0,Injuries inflicted,Escalated crowd control,1,0,0,0,0,0,0,0,0,26,0
2013061075,,6/5/2013,,Qalyubiyya,Kafr Shukr,Kafr Shukr,The Mansoura-Banha road,,,Main road,0,0,0,0,0,,-99,Size category cannot be determined,Security,Crime,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061076,,6/5/2013,,Minia,,Kesm Al-minya,Minya Governorate Building,28.104177,30.754937,Government building,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061052,,6/5/2013,,Cairo,,New Cairo-2,Prosecutor General's office,30.049981,31.514805,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Prison conditions / sentencing,,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061068,,6/5/2013,6/6/2013,Cairo,,Nuzha,Cairo International Airport,30.112298,31.400021,Infrastructure,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Other,Specific demands unknown,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Employees of Cairo Airport,Occupation / sit-in,Strike,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061082,,6/5/2013,,Cairo,,Qasr Al-Nile,دار القضاء العالى,30.052859,31.240013,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Arrests / detention,,Courts/judiciary,1,1,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,حركة « ٦ إبريل»،,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061069,,6/5/2013,,Cairo,,Sayyida Zainab,Council of Ministers building,30.039647,31.236122,Government building,0,0,0,0,0,,31,10-99 participants,Social,Social welfare program,,Egyptian government,0,0,0,0,0,Egyptian Association for the Victims of the Gulf War,Civil society organization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Members of the Egyptian Association for the Victims of the Gulf War,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061072,,6/5/2013,,Dakhaliyya,Talkha,Talkha,Talkha branch of the Pharoanic Pharmaceutical Company,31.054922,31.38024,Company offices,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061065,,6/5/2013,,Gharbiyya,Tanta,Tanta,The Alexandria-Tanta road at the entrance to the villages,30.791687,30.969855,Main road,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061050,,6/5/2013,6/14/2013,Cairo,Zamalik,Zamalik,الفنانين المعتصمين داخل وزارة الثقافة,30.059175,31.217311,Government building,0,0,0,0,0,,3001,"1,000-4,999 participants",Politics (national),Government opposition,,Ministry or government agency,1,1,0,1,0,Artists and intellectuals,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Intellectuals and artists «ألتراس ثورى»،,Occupation / sit-in,Roadblock or blockade,,0.0,Riot,Mob action but no property damage,0,Physical harassment,Rudimentary crowd control,1,0,0,0,0,0,1,0,0,0,0
2013061089,,6/6/2013,,Suez,Al-Janayin,Al-Ganayin,قرية «محمد كريم»,,,Cannot be determined,0,0,0,0,0,200.0,,100-999 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061084,,6/6/2013,,Qalyubiyya,,Banha,محكمة بنها,30.473211,31.197114,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Security,Crime,,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061091,,6/6/2013,,KafralSheikh,,Burullus,مجلس مدينة بلطيم,31.598284,31.097131,Government building,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061079,,6/6/2013,,Beheira,,Damanhur,ميدان الساعة,31.040296,30.469221,Midan,0,0,0,0,0,,-99,Size category cannot be determined,Human rights / civic freedoms,Repression / police violence,,The police,1,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Mass attack or mob,,0.0,Brawl or gang violence,Mob action but no property damage,0,Injuries inflicted,Firing live ammunition into the air,1,0,0,0,0,0,1,0,0,16,0
2013061087,,6/6/2013,7/6/2013,Dakhaliyya,Dikirnis,Dikirnis,الأراضى الزراعية,,,Other,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061090,,6/6/2013,,Qena,Dishna,Dishna,خط السكة الحديد والطريق الزراعى الشرقى,,,Main road,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061086,,6/6/2013,,Gharbiyya,,El Mahalla El Kobra 1,مجلس مدينة المحلة الكبرى,30.973958,31.167854,Government building,0,0,0,0,0,,5,Less than 10,Labor,Rights of businessmen,,Regional or local government,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061093,,6/6/2013,,Minia,,Kesm Al-minya,ديوان عام المحافظة,28.104059,30.754948,Government building,0,0,0,0,0,30.0,,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061085,,6/6/2013,,Asyut,,Kesm Than Assuit,مديرية التربية والتعليم,27.182981,31.190601,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061088,,6/6/2013,,Dakhaliyya,,Manzala,خط السكة الحديد، من أمام محطة دار السلام,31.157906,31.972297,Infrastructure,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061095,,6/6/2013,,Qena,,Nag Hammadi,إدارة نجع حمادى التعليمية,26.051627,32.241245,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Contracts,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,المعلمين المؤقتين,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061051,,6/6/2013,6/8/2013,Cairo,New Cairo 1,New Cairo-1,أمام منزل الرئيس محمد مرسى، فى التجمع الخامس,,,Other,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,0,0,The people of martyrs and wounded revolution,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Occupation / sit-in,Hunger strike,,0.0,None,None,0,"No known coercion, no security presence",,1,0,0,0,0,0,0,0,0,0,0
2013061083,,6/6/2013,,Cairo,,Qasr Al-Nile,دار القضاء العالى,30.052859,31.240013,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Arrests / detention,,Courts/judiciary,1,1,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,حركة « ٦ إبريل»،,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061097,,6/6/2013,,Cairo,,Qasr Al-Nile, مقر حركة «تمرد»,30.050393,31.23753,Party building,0,0,0,0,0,5.0,,Less than 10,Politics (national),Party opposition,,Political party or group,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Riot,Sporadic looting or arson,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,1,0
2013061092,,6/6/2013,,KafralSheikh,,Riyad, الطريق الساحلى الدولى «كفرالشيخ - بلطيم»,31.294031,30.965127,Main road,0,0,0,0,0,,31,10-99 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,Riot,Mob action but no property damage,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061094,,6/6/2013,,Cairo,,Sayyida Zainab,وزارة التربية والتعليم,30.036715,31.236493,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Other,in protest against changing their job title,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,المعلمين,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061042,,6/7/2013,,Dakhaliyya,Aja,Aga,شيّع المئات من أهالى قرية ديرب بقطارس، التابعة لمركز أجا بالدقهلية,30.929215,31.319251,Main road,0,0,0,0,0,,301,100-999 participants,Security,Crime,,Other,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Funeral march,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061041,,6/7/2013,,Beheira,Damanhur,Damanhur,وتجددت الاشتباكات امام منزل حشمت، مساء امس الاول، بعد خروج مسيرة تضم نحو ١٠٠ من الصبية والاطفال طافت شوارع دمنهور وتوجهت الى المنزل,31.031652,30.460101,Small road or side road,0,0,0,0,0,100.0,,100-999 participants,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,March,,0.0,Brawl or gang violence,Mob action but no property damage,1,Arrests / detentions,Rudimentary crowd control,0,0,0,1,1,0,1,0,0,0,14
2013061096,,6/7/2013,,Cairo,,Madinat Nasr-2,من ميدان رابعة العدوية إلى النصب التذكارى ,30.065305,31.314069,Midan,0,0,0,1,0,,3001,"1,000-4,999 participants",Politics (international),Palestine/Israel,,Foreign government,0,0,0,0,0,MB,Political party,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"رئيس مجلس الوزراء، و وزير الرياضة، و وزير الثقافة، و نائب رئيس حزب الوسط، و مفتى الجماعة , عدد كبير من الأحزاب، والتيارات الإسلامية",March,Demonstration / protest,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061098,,6/7/2013,,Cairo,Nasr City 1,Nasr City,مقر الحرية والعدالة بمدينة نصر,,,Party building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Government opposition,,Egyptian government,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Riot,Sporadic looting or arson,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061099,,6/7/2013,,Cairo,,Qasr Al-Nile,طريق كورنيش النيل وكوبرى قصر النيل وميدان سيمون بوليفار,30.041897,31.231448,Main road,0,0,0,0,0,,31,10-99 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,1,0,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,black block,Mass attack or mob,,,0.0,Riot,Sporadic looting or arson,0,Arrests / detentions,Escalated crowd control,1,0,0,0,0,0,0,0,0,0,25
2013061047,,6/8/2013,,Cairo,Abdin,Abdin,ورصدت «المصرى اليوم» لحظة دخول المتهمين نيابة عابدين فى سيارتى ترحيلات من الباب الخلفى,30.047272,31.24611,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Human rights / civic freedoms,Arrests / detention,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,Security forces or other repressive groups present at event,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2013061105,,6/8/2013,6/10/2013,Alexandria,,Al Dikhila,ميناء الدخيلة ,31.134874,29.797567,Infrastructure,0,0,0,0,0,,31,10-99 participants,Labor,Wages,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Occupation / sit-in,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061044,,6/8/2013,,Damietta,,Dumyat,تجمهر العشرات من أهالى طلاب المعهد الأزهرى بدمياط فى محاولة لدخول اللجان للسماح بالغش بسبب صعوبة امتحان مادة الفيزياء,31.415163,31.787729,School,0,0,0,0,0,,31,10-99 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,Mass attack or mob,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061101,,6/8/2013,,Dakhaliyya,,E Mansora 2,محال خيرت الشاطر,31.052479,31.403524,Other,0,0,0,0,0,2.0,,Less than 10,Politics (national),Government opposition,,Egyptian government,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mass attack or mob,,,0.0,Armed combat,Minor property damage,1,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,1,0
2013061048,,6/8/2013,,Cairo,,New Cairo-1,محكمة جنايات القاهرة,30.005644,31.426207,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Human rights / civic freedoms,Repression / police violence,,Courts/judiciary,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lawyers,Demonstration / protest,,,0.0,None,None,0,Security forces or other repressive groups present at event,,0,0,1,0,0,0,0,0,0,0,0
2013061049,,6/8/2013,,Cairo,,New Cairo-1,محكمة جنايات القاهرة,30.005644,31.426207,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Politics (national),Other,former regime opposition,Other,1,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,Security forces or other repressive groups present at event,,0,0,1,0,0,0,0,0,0,0,0
2013061046,,6/8/2013,,Menoufiyya,Quwaysina,Quwisna,تجمهر العشرات من الأهالى حول لجنة الثانوية بنين بقويسنا,30.546292,31.129281,School,0,0,0,0,0,,31,10-99 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Demonstration / protest,Mass attack or mob,,0.0,Armed combat,None,0,Physical harassment,,1,0,0,0,0,0,0,0,0,0,0
2013061043,,6/8/2013,,Cairo,As-Sayidah Zaynab,Sayyida Zainab,توجه عدد من أولياء الأمور بمنطقة لجان السيدة زينب إلى مقر وزارة التربية والتعليم للتظاهر أمامها بسبب الأسئلة التعجيزية,30.036525,31.237303,Government building,0,0,0,0,0,,5,Less than 10,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Parents,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061045,,6/8/2013,,Sharqiyya,,Zaqaziq,حطم المئات من طلاب الفرقة الأولى بكلية أصول الدين جامعة الأزهر، فرع الزقازيق، ,30.588103,31.47236,School,0,0,0,0,0,,301,100-999 participants,Social,Education,,Ministry or government agency,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,Mass attack or mob,,0.0,Riot,Minor property damage,0,Security forces or other repressive groups present at event,Rudimentary crowd control,1,0,0,0,0,0,0,0,0,0,0
2013061100,,6/9/2013,,Beheira,,Abu-l-Matamir,قرية الإمام مالك,30.486455,30.261958,Main road,0,0,0,0,0,,31,10-99 participants,Social,Other,the late arrival of fire engines and the absence of a nearby civil defense unit,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061102,,6/9/2013,,Minia,Al-Minya,Markz Al Minya,طريق مصر ـ أسوان الزراعى,,,Main road,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,Gas shortages,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,Security forces or other repressive groups present at event,,1,0,0,0,0,0,0,0,0,0,0
2013061106,,6/10/2013,,Alexandria,,Al Manshiyya,مجمع محاكم المنشية,31.200451,29.891398,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Fired,,Private company / companies,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061107,,6/10/2013,,Alexandria,,Al Raml,قصر ثقافة ٢٦ يوليو,31.247811,29.967559,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Fired,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061111,,6/10/2013,,Asyut,,Dayrut,طريق الزراعى «أسيوط - القاهرة»,27.550117,30.809968,Main road,0,0,0,0,0,,-99,Size category cannot be determined,Social,Infrastructure,Gas shortages,Ministry or government agency,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061112,,6/10/2013,,Cairo,,Gamaliyya,مسجد الشرطة,30.052046,31.276323,Mosque,0,0,0,0,0,,301,100-999 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Funeral march,Demonstration / protest,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061110,,6/10/2013,,Minia,,Kesm Al-minya,Minya Governorate Building,28.104177,30.754937,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Hiring,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061114,,6/10/2013,,Cairo,,New Cairo-1,أكاديمية الشرطة,30.005356,31.426336,Government building,0,0,0,0,0,,301,100-999 participants,Politics (national),Government opposition,,Egyptian government,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061115,,6/10/2013,,Cairo,,New Cairo-1,أكاديمية الشرطة,30.005356,31.426336,Government building,0,0,0,0,0,,31,10-99 participants,Human rights / civic freedoms,Repression / police violence,,The police,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061109,,6/10/2013,,Ismailia,,"Qantara Gharb, al-",طريق بورسعيد الرئيسى,30.840909,32.303708,Main road,0,0,0,0,0,,301,100-999 participants,Social,Infrastructure,,Regional or local government,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061104,,6/10/2013,,Cairo,,Qasr Al-Nile,ميدان طلعت حرب,30.047634,31.238421,Midan,0,0,0,0,0,,31,10-99 participants,Social,Social welfare program,,Ministry or government agency,0,0,0,0,0,اتحاد أصحاب المعاشات,Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061108,,6/10/2013,,RedSea,,Ras Gharib,محطة كهرباء رأس غارب,28.326281,32.914903,Government building,0,0,0,0,0,,31,10-99 participants,Labor,Hiring,,Government employer,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Roadblock or blockade,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
2013061103,,6/10/2013,,Giza,,Umraniyya,مبنى محافظة الجيزة,30.009129,31.199081,Government building,0,0,0,0,0,,-99,Size category cannot be determined,Labor,Contracts,,Government employer,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Demonstration / protest,,,0.0,None,None,0,"No known coercion, no security presence",,0,0,0,0,0,0,0,0,0,0,0
