 ,Section 1: Basic Information,,,,,,,,,Section 2: Location,,,,,,,,,Section 3: Size,,,,Section 4: Demands,,,,,Section 5: Organizers and Participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Section 6: Tactics,,,,,Section 7: Repression & Concessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190977,DFY,2020-10-25,Students protested in front of BDL - Jounieh,Thawra,2019-11-08,2019-11-08,0,0,0,Mount Lebanon,Keserwan,BDL - Jounieh,33.98356894,35.63362341,Bank/Central Bank,,,,,-99,Unspecified,,Economic/Financial,Against Central Bank,,non-political,,Student group,Student group,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-08,The Daily Star,"Uprising day 23: Protesters, students paralyze state institutions",,https://www.dailystar.com.lb/News/Lebanon-News/2019/Nov-08/495210-uprising-day-23-protesters-students-paralyze-state-institutions.ashx,,,,,,,,,,,,,
20192068,DFY,2020-12-26,Students publicly shamed Fouad Al Sanyoura during an event at AUB,Thawra,2019-12-15,2019-12-15,0,0,0,Beirut,Beirut,Assembly Hall - AUB,33.90089822,35.480744,University,,,,,31,Tens (vid),,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,Student groups,Student group,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Boycott,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-16,Alhurra,طرد رئيس وزراء لبناني سابق من الجامعة الأميركية.. ومقاطع فيديو ترصد الواقعة,,https://www.alhurra.com/archive/2019/12/16/%D8%B7%D8%B1%D8%AF-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A-%D8%B3%D8%A7%D8%A8%D9%82-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D9%88%D9%85%D9%82%D8%A7%D8%B7%D8%B9-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%AA%D8%B1%D8%B5%D8%AF-%D8%A7%D9%84%D9%88%D8%A7%D9%82%D8%B9%D8%A9,,,,,,,,,,,,,
20190897,DFY,2020-10-25,Students shut down car registry in Sidon,Thawra,2019-11-07,2019-11-07,0,0,0,South,Sidon,Car Registry - Sidon,33.57277572,35.38889833,Government building,,,,,3,few (est),,Thawra 2019,Other,,politics (other),,Student group,Student group,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-07,Akhbar Assaha,طلاب #صيدا سكروا مبنى النافعة. #أخبار_الساحة #لبنان_ينتفض,,https://twitter.com/Akhbaralsaha/status/1192354070113202176?s=20,,,,,,,,,,,,,
20191677,DFY,2020-11-08,Students sit-in in front of the Central Bank in Beirut,Thawra,2019-11-29,2019-11-29,0,0,0,Beirut,Beirut,BDL - Hamra,33.89573872,35.48896097,Bank/Central Bank,,,,,3,few (pict),,Economic/Financial,Against Central Bank,,non-political,,Student groups,Student group,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-29,NNA,وقفة رمزية لطلاب جامعيين أمام مصرف لبنان,,http://nna-leb.gov.lb/ar/show-news/449312/,,,,,,,,,,,,,
20191858,DFY,2020-12-24,Support demonstration with Hasan Mkalled and Josephine Deeb against Joumblat's lawsuit against him,Thawra,2019-12-05,2019-12-05,0,0,0,Beirut,Beirut,Azarieh Parking,33.89458949,35.50625301,Azarieh Parking,,,,,31,Tens (vid),,Human rights / civic freedoms,Freedom of speech / protest,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-05,LBC News Bulletin,LBC News Bulletin 2019-12-05,,News Bulletin 05/12/2019 - Nightly News Bulletin (lbcgroup.tv),,,,,,,,,,,,,
20190960,DFY,2020-10-25,Support protest for Badri Daher in front of Customs bureau - Airport,CR - Badri Daher Apologists support protest,2019-11-08,2019-11-08,0,0,0,National,National,RHIA - Airport,33.8194558,35.49119357,Infrastructure,,,,,5,عددا,,Politics (national),Other,Support of a Civil Servant,politics (other),,عمال ومخلصي الجمارك,Union / syndicate / workers federation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-08,NNA,تجمع لعمال ومخلصي الجمارك أمام المبنى في المطار تضامنا مع ضاهر,,http://nna-leb.gov.lb/ar/show-news/445769/,,,,,,,,,,,,,
20190988,DFY,2020-10-25,Support protest for Saudi OGEH laid off workers,Workers of Saudi OGEH protest,2019-11-09,2019-11-09,0,0,0,South,Sidon,Sidon,33.557081,35.373002,Main road,,,,,3,Few (pic),,Labor,Fired,Wages/Labor,non-political,,موظفي سعودي اوجيه,Union / syndicate / workers federation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-09,NNA,وقفة ومسيرة في صيدا لموظفي سعودي اوجيه,,http://nna-leb.gov.lb/ar/show-news/445993/,,,,,,,,,,,,,
20192132,DFY,2020-12-27,Syndicate of Medical Laboratory Owners demand an emergency plan to save the sector,Syndicate of Medical Laboratory Owners demands state help,2019-12-18,2019-12-18,0,0,0,Beirut,Beirut,Bayt al Tabib (Syndicate),33.87647234,35.52260032,Syndicate/union,,,,,-99,Unspecified,,Social,Subsidies,,non-political,,أصحاب المختبرات الطبية,Union / syndicate / workers federation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,النائبة عناية عز الدين,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-18,NNA,وقفة تضامن لنقابة أصحاب المختبرات الطبية لمناشدة المسؤولين التحرك السريع وانقاذ القطاع,,الوكالة الوطنية للإعلام - وقفة تضامن لنقابة أصحاب المختبرات الطبية لمناشدة المسؤولين التحرك السريع وانقاذ القطاع (nna-leb.gov.lb),,,,,,,,,,,,,
20192254,DFY,2020-12-29,Syrian refugees in Tripoli protest in front of UNHCR,Syrian refugees demanding more protection,2019-12-23,2019-12-23,0,0,0,North,Tripoli,UNHCR - Tripoli,34.440197,35.82684621,I/NGO,,,,,3,Few (pic),,Human rights / civic freedoms,Support of Refugees,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-23,NNA,اعتصام لسوريين أمام مفوضية النازحين في معرض رشيد كرامي,,http://nna-leb.gov.lb/ar/show-news/453474/,,,,,,,,,,,,,
20200292,DFY,2021-09-29,Syrian refugees protest in front UNHCR demanding more services to be provided,Thawra,2020-01-16,2020-01-16,0,0,0,North,Tripoli,Rachid Karame exhibition,34.43937754,35.82761727,UN Headquarters ,,,,,5,عدد,,Human rights / civic freedoms,Support of Refugees,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-16,NNA,اعتصام لنازحين سوريين في طرابلس احتجاجا على تقليص خدمات الامم المتحدة,,http://nna-leb.gov.lb/ar/show-news/456968/,,,,,,,,,,,,,
20200846,DFY,2021-12-27,Syrian women refugees protest in front of UNHCR Zahle for the neglect,Thawra,2020-03-09,2020-03-09,0,0,0,Beqaa,Zahle,UNHCR Zahle,33.83758477,35.92177629,UN Headquarters ,,,,,3,Few (pic),,Human rights / civic freedoms,Support of Refugees,,non-political,,Syrian Refugee Women Group,Feminist or women’s group,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-03-09,Akhbar Assaha,"On the occasion of International Women's Day, Syrian women refugees in Lebanon are protesting in front of UNHCR in #Zahle to demand their rights as women, as refugees, and to call out the UNHCR on their insufficient and harmful ""protection"" mechanisms.",,https://www.facebook.com/akhbaralsahaEN/posts/1520962218069260?__tn__=-R,,,,,,,,,,,,,
20200629,DFY,2021-11-04,Tayyar al Mostaqbal protestors march in car convoys supporting Future movement and Saad Hariri,Thawra,2020-02-14,2020-02-14,0,0,0,Beirut,Beirut,Beirut city,33.8896103,35.4447096,Main road,,,,,-99,Unspecified,,Politics (national),Other party/movement/militia support,Pro-Hariri,politics (other),,Future Movement,Sectarian Political Party,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,March,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-14,NNA,مناصرون للمستقبل يجوبون شوارع بيروت,,http://nna-leb.gov.lb/ar/show-news/462068/,,,,,,,,,,,,,
20200450,DFY,2021-10-06,Tenant committee protests in front of the national museum,Thawra,2020-01-23,2020-01-23,0,0,0,Beirut,Beirut,Sports ville - Cola intersection,33.87502201,35.49530295,Main road,,,,,-99,Unspecified,,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Roadblock or blockade,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-23,NNA,قطع السير عند تقاطع المدينة الرياضية,,http://nna-leb.gov.lb/ar/show-news/458247/,,,,,,,,,,,,,
20191991,DFY,2020-12-26,Tension between protestors due to controversy of The Hub tent,Thawra,2019-12-11,2019-12-11,0,0,0,Beirut,Beirut,Azarieh Parking,33.89453581,35.5058377,Azarieh Parking,,,,,31,Tens (vid),,Politics (local),Other,,politics (other),,Azarieh tent protestors,CSOs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,The Hub,,,,Other,,,Riot,Sporadic looting or arson,Party Militias/ Baltagia present at event,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,1,0,0,0,2019-12-11,LBC,LBC News Bulletin,,نشرة 11 كانون الاول - نشرة الأخبار المسائية (lbcgroup.tv),,LBC,LBC News Bulletin ,2019-12-12,,نشرة 12 كانون الاول - نشرة الأخبار المسائية (lbcgroup.tv),,,,,,,
20191896,DFY,2020-12-25,Thawra Bus initiative and convoy en route from Kfarroumane to Tripoli,Thawra,2019-12-07,2019-12-07,0,0,0,North,Tripoli,Tripoli,34.4277076,35.8108054,Midan/Square,33.38959233,35.49056909,Midan/Square,,31,One bus - few ,,Religion/Sectarian,Promoting co-existence,,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Various residents form different regions,,,,Other,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-12-07,The Daily Star,Day 52: Protesters ramp up demonstrations,,https://www.dailystar.com.lb/News/Lebanon-News/2019/Dec-07/496991-revolution-bus-starts-tour-from-south-to-tripoli.ashx,,,,,,,,,,,,,
20191348,DFY,2020-10-31,Thawra bus trip from North to South,Thawra,2019-11-16,2019-11-16,0,0,0,National,National,National,0,0,Main road,,,,,31,1 bus,,Thawra 2019,Fall of the regime,All means all,Fall of goverment/regime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Other,,,None,None,Army present at event,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,2019-11-16,The Daily Star,Day 31: Protest bus drives from north to south,,https://www.dailystar.com.lb/News/Lebanon-News/2019/Nov-16/495711-day-31-protest-bus-drives-from-north-to-south.ashx,,,,,,,,,,,,,
20200631,DFY,2021-11-04,Thawra protestors attacked by Hariri supporters,Thawra,2020-02-14,2020-02-14,0,0,0,Beirut,Beirut,Downtown beirut Martyrs square,33.89637882,35.50706818,Martyrs' Square,,,,,-99,Unspecified,,Thawra 2019,Fall of the regime,,Fall of goverment/regime,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,Occupation / sit-in,,,None,None,Party Militias/ Baltagia present at event,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,2020-02-14,The Daily Star,Clashes between Hariri supporters and protesters,,http://www.dailystar.com.lb/News/Lebanon-News/2020/Feb-14/501121-scuffles-between-hariri-supporters-and-protesters.ashx,,,,,,,,,,,,,
20191664,DFY,2020-11-08,"The ""Disability for human rights"" movement organized a sit-in in support of the residents of Ain Remmane and Chiah",Thawra,2019-11-29,2019-11-29,0,0,0,Mount Lebanon,Baabda,Ain el Rummani - Chiyah intersection,33.86290984,35.51797972,Main road,,,,,3,few (pic),,Religion/Sectarian,Promoting co-existence,Against civil war,non-political,,"The ""Disability for human rights"" movement",NGOs ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-29,NNA,وقفة لحركة الاعاقة من اجل حقوق الانسان تضامنا مع اهالي عين الرمانة والشياح,,http://nna-leb.gov.lb/ar/show-news/449342/,,,,,,,,,,,,,
20191674,DFY,2020-11-08,The People's Observatory against Corruption organized a sit-in in front of the Ministry of Health,Thawra,2019-11-29,2019-11-29,0,0,0,Beirut,Beirut,MoHealth - Jnah,33.86464594,35.49293254,Government building,,,,,3,few (est),,Corruption,Corruption in politics/government,Against corruption,non-political,,The People's Observatory against Corruption,NGOs ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Occupation / sit-in,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-29,NNA,اعتصام للمرصد الشعبي لمحاربة الفساد امام وزارة الصحة,,http://nna-leb.gov.lb/ar/show-news/449332/,,,,,,,,,,,,,
20200577,DFY,2021-10-29,Travel agencies protest in front of the Gefinor over the dollarization of airline services,Thawra,2020-02-05,2020-02-05,0,0,0,Beirut,Beirut,Gefinor,33.89825096,35.4868479,Other,,,,,3,Few (picture),,Economic/Financial,Anti-Dollarization,toadd: Against dollarization,non-political,ليرتنا هي عملتنا,Travel Agencies,CSOs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travel Agencies,Private,"Other services (cleaning, call centers, etc)",,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-02-05,Elnashra,اعتصام لاصحاب وكالات السفر والسياحة امام مبنى الجفينور - الحمرا,,https://www.elnashra.com/news/show/1386071/%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D9%85-%D9%84%D8%A7%D8%B5%D8%AD%D8%A7%D8%A8-%D9%88%D9%83%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%81%D8%B1-%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9-%D8%A7%D9%85%D8%A7%D9%85-%D9%85%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D8%AC%D9%81,,,,,,,,,,,,,
20200536,DFY,2021-10-10,Travel agencies protest in front of the MEA over the dollarization of airline services,Thawra,2020-01-31,2020-01-31,0,0,0,South,Sidon,MEA office in Sidon,33.56368501,35.38044543,Company offices,,,,,3,Few (picture),,Economic/Financial,Anti-Dollarization,toadd: Dollarization of services,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travel Agencies,Private,"Other services (cleaning, call centers, etc)",,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2020-01-31,NNA,اعتصام امام مكتب شركة طيران الشرق الاوسط في صيدا,,http://nna-leb.gov.lb/ar/show-news/459726/,,,,,,,,,,,,,
20191187,DFY,2020-10-30,Tribute for Alaa Bou Fakher - Nahr al Kalb tunnel,Thawra,2019-11-13,2019-11-13,0,0,0,Mount Lebanon,Keserwan,Nahr al Kalb tunnel,33.956575,35.600605,Main road,,,,,3,Few (pic),,Security,Justice for Alaa Abu Fakhr,toadd: Decrying the death of Alaa Abu Fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-13,NNA,رفع صورة علاء ابو فخر وسط اوتوستراد نهر الكلب,,http://nna-leb.gov.lb/ar/show-news/446701/,,,,,,,,,,,,,
20191220,DFY,2020-10-30,Tribute funeral honoring Alaa bu Fakher in Eliya Square Saida,Thawra,2019-11-14,2019-11-14,0,0,0,South,Sidon,Eliya square - Sidon,33.563231,35.378631,Midan/Square,,,,,31,Tens (pic),,Security,Justice for Alaa Abu Fakhr,toadd: Justice for martyr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-14,NNA,تشييع رمزي لعلاء ابو فخر في ساحة ايليا,,http://nna-leb.gov.lb/ar/show-news/446936/,,,,,,,,,,,,,
20191210,DFY,2020-10-30,Tribute march honoring Alaa bou Fakhr in Halba,Thawra,2019-11-14,2019-11-14,0,0,0,Akkar,Halba,Halba,34.54240855,36.07701542,Small road or side road,,,,,31,Tens (pic),,Security,Justice for Alaa Abu Fakhr,toadd: Decrying the death of Alaa Abu fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,March,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-14,NNA,مسيرة شموع جابت شوارع حلبا,,http://nna-leb.gov.lb/ar/show-news/447007/,,,,,,,,,,,,,
20191344,DFY,2020-10-31,Tribute protest honoring Alaa bu Fakher at Khaldeh intersection,Thawra,2019-11-16,2019-11-16,0,0,0,Mount Lebanon,Chouf,Khaldeh intersection,33.80577707,35.48339896,Main road,,,,,31,العشرات,,Security,Justice for Alaa Abu Fakhr,toadd: Memorial of Alaa Abu Fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-16,NNA,وقفة رمزية في مكان مقتل ابو فخر عند مثلث خلدة,,http://nna-leb.gov.lb/ar/show-news/447265/,,,,,,,,,,,,,
20191186,DFY,2020-10-30,Tribute protest in Chevrolet for Alaa Bou Fakher,Thawra,2019-11-13,2019-11-13,0,0,0,Mount Lebanon,Baabda,Chevrolet intersection,33.864531,35.5244286,Main road,,,,,3,Few (pic),,Security,Justice for Alaa Abu Fakhr,toadd: Decrying the death of Alaa Abu Fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-13,NNA,المعتصمون في الشفروليه رفعوا صورة علاء ابو فخر والصلاة لراحة نفسه,,http://nna-leb.gov.lb/ar/show-news/446695/,,,,,,,,,,,,,
20191188,DFY,2020-10-30,Tribute protest in Eliya Square for Alaa bou Fakher,Thawra,2019-11-13,2019-11-13,0,0,0,South,Sidon,Eliya square - Sidon,33.563231,35.378631,Midan/Square,,,,,3,Few (pic),,Security,Justice for Alaa Abu Fakhr,toadd: Decrying the death of Alaa Abu Fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-13,NNA,وقفة واضاءة شموع في ساحة ايليا مساء,,http://nna-leb.gov.lb/ar/show-news/446714/,,,,,,,,,,,,,
20191191,DFY,2020-10-30,Tribute protest in Riyad al Soloh - Alaa bu Fakher,Thawra,2019-11-13,2019-11-13,0,0,0,Beirut,Beirut,Riyad al Solh square,33.895896,35.50278,Riad El Solh Square,,,,,-99,Unspecified,,Security,Justice for Alaa Abu Fakhr,toadd: Decrying the death of Alaa Abu Fakhr,non-political,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,Demonstration / protest,Funeral march / funeral,,None,None,"No known coercion, no security presence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2019-11-13,NNA,وصول نعش ابو فخر الى ساحة رياض الصلح,,http://nna-leb.gov.lb/ar/show-news/446792/,,,,,,,,,,,,,
